site.id,study.id,citations.title,site.sitename,site.state,site.country,lat_dec,long_dec
5224,11419,Productivity as related to diversity and age in planted versus natural forests,Shimen Hunan ,,China,30.03,111
5225,11419,Productivity as related to diversity and age in planted versus natural forests,Shimen Hunan 1,,China,30.03,111.08
5226,11419,Productivity as related to diversity and age in planted versus natural forests,Shimen Hunan 2,,China,29.68,111.41
5227,11419,Productivity as related to diversity and age in planted versus natural forests,Shiqian Guizhou ,,China,27.38,107.92
5228,11419,Productivity as related to diversity and age in planted versus natural forests,Shiqian Guizhou 1,,China,27.38,108.05
5229,11419,Productivity as related to diversity and age in planted versus natural forests,Shiqian Guizhou 2,,China,27.48,108.37
5230,11419,Productivity as related to diversity and age in planted versus natural forests,Shiqian Guizhou 3,,China,27.53,108.45
5231,11419,Productivity as related to diversity and age in planted versus natural forests,Shiquan Shanxi ,,China,33,108.2
5232,11419,Productivity as related to diversity and age in planted versus natural forests,Shixing Guangdong ,,China,24.9,114
5233,11419,Productivity as related to diversity and age in planted versus natural forests,Shouning Fujian ,,China,27.6,119.5
5234,11419,Productivity as related to diversity and age in planted versus natural forests,Shuangpai Hunan ,,China,25.97,111.52
5235,11419,Productivity as related to diversity and age in planted versus natural forests,Shuangpai Hunan 1,,China,25.88,111.76
5236,11419,Productivity as related to diversity and age in planted versus natural forests,Shulan Jilin ,,China,44.4,126.9
5237,11419,Productivity as related to diversity and age in planted versus natural forests,Sichuan ,,China,33.47,103.84
5238,11419,Productivity as related to diversity and age in planted versus natural forests,Sichuan 1,,China,32.98,104.19
5239,11419,Productivity as related to diversity and age in planted versus natural forests,Sichuan 2,,China,33.03,104.31
5240,11419,Productivity as related to diversity and age in planted versus natural forests,Sinan Guizhou ,,China,28.03,108.11
5241,11419,Productivity as related to diversity and age in planted versus natural forests,Sinan Guizhou 1,,China,28.18,108.19
5242,11419,Productivity as related to diversity and age in planted versus natural forests,Songtao Guizhou ,,China,28.13,109.25
5243,11419,Productivity as related to diversity and age in planted versus natural forests,south-central Shandong ,,China,38.3,119.1
5244,11419,Productivity as related to diversity and age in planted versus natural forests,south-east Inner Mongolia ,,China,42.2,118.1
5245,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan ,,China,26.5,109.88
5246,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 1,,China,26.9,109.91
5247,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 2,,China,26.43,110.04
5248,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 3,,China,26.75,110.08
5249,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 4,,China,26.5,110.1
5250,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 5,,China,26.43,110.12
5251,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 6,,China,26.72,110.12
5252,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 7,,China,26.78,110.12
5253,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 8,,China,26.75,110.16
5254,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 9,,China,26.87,110.19
5255,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 10,,China,26.93,110.19
5256,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 11,,China,26.72,110.36
5257,11419,Productivity as related to diversity and age in planted versus natural forests,Suining Hunan 12,,China,26.87,110.36
5258,11419,Productivity as related to diversity and age in planted versus natural forests,Suiyang Guizhou ,,China,28.28,106.11
5259,11419,Productivity as related to diversity and age in planted versus natural forests,Suiyang Guizhou 1,,China,28.2,107
5260,11419,Productivity as related to diversity and age in planted versus natural forests,Suiyang Guizhou 2,,China,28.1,107.09
5261,11419,Productivity as related to diversity and age in planted versus natural forests,Suiyang Guizhou 3,,China,28.22,107.17
5262,11419,Productivity as related to diversity and age in planted versus natural forests,Suiyang Guizhou 4,,China,28.25,107.21
5263,11419,Productivity as related to diversity and age in planted versus natural forests,Suiyang Guizhou 5,,China,28.18,107.29
5264,11419,Productivity as related to diversity and age in planted versus natural forests,Suiyang Guizhou 6,,China,28,107.37
5265,11419,Productivity as related to diversity and age in planted versus natural forests,Tahe Heilongjiang ,,China,52.6,123.6
5266,11419,Productivity as related to diversity and age in planted versus natural forests,Tahe Heilongjiang 1,,China,53.2,123.6
5267,11419,Productivity as related to diversity and age in planted versus natural forests,Tahe Heilongjiang 2,,China,52.6,124.2
5268,11419,Productivity as related to diversity and age in planted versus natural forests,Tahe Heilongjiang 3,,China,52.5,124.5
5269,11419,Productivity as related to diversity and age in planted versus natural forests,Tahe Heilongjiang 4,,China,52.3,124.7
5270,11419,Productivity as related to diversity and age in planted versus natural forests,Taian Shandong ,,China,36.2,117.1
5271,11419,Productivity as related to diversity and age in planted versus natural forests,Taian Shandong 1,,China,36.4,117.2
5272,11419,Productivity as related to diversity and age in planted versus natural forests,Taijiang Guizhou ,,China,26.52,108.27
5273,11419,Productivity as related to diversity and age in planted versus natural forests,Taijiang Guizhou 1,,China,26.52,108.31
5274,11419,Productivity as related to diversity and age in planted versus natural forests,Taijiang Guizhou 2,,China,26.55,108.31
5275,11419,Productivity as related to diversity and age in planted versus natural forests,Taijiang Guizhou 3,,China,26.6,108.43
5276,11419,Productivity as related to diversity and age in planted versus natural forests,Taining Fujian ,,China,27,117.2
5277,11419,Productivity as related to diversity and age in planted versus natural forests,Talimu river Xinjiang ,,China,40.4,80.6
5278,11419,Productivity as related to diversity and age in planted versus natural forests,Taoyuan Hunan ,,China,29.1,110.9
5279,11419,Productivity as related to diversity and age in planted versus natural forests,Tarim river Xinjiang ,,China,40.1,88.1
5280,11419,Productivity as related to diversity and age in planted versus natural forests,Teng Guangxi ,,China,23.65,110.59
5281,11419,Productivity as related to diversity and age in planted versus natural forests,Teng Guangxi 1,,China,23.8,110.71
5282,11419,Productivity as related to diversity and age in planted versus natural forests,Teng Guangxi 2,,China,23.72,110.82
5283,11419,Productivity as related to diversity and age in planted versus natural forests,the east of Liaoning ,,China,41.1,118.5
5284,11419,Productivity as related to diversity and age in planted versus natural forests,the west of Liaoning ,,China,42.4,120.1
5285,11419,Productivity as related to diversity and age in planted versus natural forests,the west of Liaoning 1,,China,42.4,122.1
5286,11419,Productivity as related to diversity and age in planted versus natural forests,Tiane Guangxi ,,China,25.1,106.59
5287,11419,Productivity as related to diversity and age in planted versus natural forests,Tiane Guangxi 1,,China,25.38,107.01
5288,11419,Productivity as related to diversity and age in planted versus natural forests,Tiane Guangxi 2,,China,25.38,107.13
5289,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong ,,China,24.15,105.63
5290,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 1,,China,24.37,105.75
5291,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 2,,China,24.52,105.81
5292,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 3,,China,24.45,105.87
5293,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 4,,China,24.52,105.87
5294,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 5,,China,24.67,105.87
5295,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 6,,China,24.37,105.93
5296,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 7,,China,24.52,105.93
5297,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 8,,China,24.73,105.93
5298,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 9,,China,24.37,105.99
5299,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 10,,China,24.45,105.99
5300,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 11,,China,24.58,105.99
5301,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 12,,China,24.3,106.3
5302,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 13,,China,24.4,106.3
5303,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 14,,China,24.3,116.2
5304,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 15,,China,24.37,116.2
5305,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 16,,China,24.73,116.2
5306,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 17,,China,24.37,116.34
5307,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 18,,China,24.45,116.34
5308,11419,Productivity as related to diversity and age in planted versus natural forests,Tianlin Guangdong 19,,China,24.52,116.4
5309,11419,Productivity as related to diversity and age in planted versus natural forests,Tianzhu Guizhou  ,,China,26.95,109.11
5310,11419,Productivity as related to diversity and age in planted versus natural forests,Tianzhu Guizhou  1,,China,27.03,109.13
5311,11419,Productivity as related to diversity and age in planted versus natural forests,Tianzhu Guizhou  2,,China,26.73,109.35
5312,11419,Productivity as related to diversity and age in planted versus natural forests,Tongdao Hunan ,,China,26.18,109.52
5313,11419,Productivity as related to diversity and age in planted versus natural forests,Tongdao Hunan 1,,China,26,109.7
5314,11419,Productivity as related to diversity and age in planted versus natural forests,Tongdao Hunan 2,,China,26.43,109.8
5315,11419,Productivity as related to diversity and age in planted versus natural forests,Tongdao Hunan 3,,China,26.35,109.84
5316,11419,Productivity as related to diversity and age in planted versus natural forests,Tongdao Hunan 4,,China,26.4,109.84
5317,11419,Productivity as related to diversity and age in planted versus natural forests,Tongjiang Guizhou  ,,China,27.7,109.34
5318,11419,Productivity as related to diversity and age in planted versus natural forests,Tongzi Guizhou ,,China,28.13,106.6
5319,11419,Productivity as related to diversity and age in planted versus natural forests,Tongzi Guizhou 1,,China,28.03,106.8
5320,11419,Productivity as related to diversity and age in planted versus natural forests,Tongzi Guizhou 2,,China,28.1,106.8
5321,11419,Productivity as related to diversity and age in planted versus natural forests,Tongzi Guizhou 3,,China,28.07,106.84
5322,11419,Productivity as related to diversity and age in planted versus natural forests,Tongzi Guizhou 4,,China,28.43,106.85
5323,11419,Productivity as related to diversity and age in planted versus natural forests,Tongzi Guizhou 5,,China,28.43,106.93
5324,11419,Productivity as related to diversity and age in planted versus natural forests,Tongzi Guizhou 6,,China,28.32,106.97
5325,11419,Productivity as related to diversity and age in planted versus natural forests,Tongzi Guizhou 7,,China,28.47,106.97
5326,11419,Productivity as related to diversity and age in planted versus natural forests,Tongzi Guizhou 8,,China,28.72,107.1
5327,11419,Productivity as related to diversity and age in planted versus natural forests,Wangmo Guizhou ,,China,25.03,106.12
5328,11419,Productivity as related to diversity and age in planted versus natural forests,Wangmo Guizhou 1,,China,25.07,106.16
5329,11419,Productivity as related to diversity and age in planted versus natural forests,Wangmo Guizhou 2,,China,25.07,106.24
5330,11419,Productivity as related to diversity and age in planted versus natural forests,Wangmo Guizhou 3,,China,25.12,106.36
5331,11419,Productivity as related to diversity and age in planted versus natural forests,Weichang Hebei ,,China,42.4,117.2
5332,11419,Productivity as related to diversity and age in planted versus natural forests,Weichang Hebei 1,,China,42,117.3
5333,11419,Productivity as related to diversity and age in planted versus natural forests,Weichang Hebei 2,,China,41.9,117.6
5334,11419,Productivity as related to diversity and age in planted versus natural forests,Weining Guizhou ,,China,26.7,103.84
5335,11419,Productivity as related to diversity and age in planted versus natural forests,Weining Guizhou 1,,China,27.42,104
5336,11419,Productivity as related to diversity and age in planted versus natural forests,Weining Guizhou 2,,China,27.27,104.04
5337,11419,Productivity as related to diversity and age in planted versus natural forests,Weining Guizhou 3,,China,26.55,104.05
5338,11419,Productivity as related to diversity and age in planted versus natural forests,Weining Guizhou 4,,China,26.67,104.13
5339,11419,Productivity as related to diversity and age in planted versus natural forests,Weining Guizhou 5,,China,26.77,104.13
5340,11419,Productivity as related to diversity and age in planted versus natural forests,Weining Guizhou 6,,China,27.05,104.16
5341,11419,Productivity as related to diversity and age in planted versus natural forests,Weining Guizhou 7,,China,26.8,104.2
5342,11419,Productivity as related to diversity and age in planted versus natural forests,Weining Guizhou 8,,China,26.73,104.41
5343,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan ,,China,27.82,98.9
5344,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 1,,China,27.45,98.96
5345,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 2,,China,27.53,98.96
5346,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 3,,China,27.97,98.96
5347,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 4,,China,27.45,99.08
5348,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 5,,China,27.88,99.08
5349,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 6,,China,27.32,99.14
5350,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 7,,China,27.38,99.2
5351,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 8,,China,27.6,99.28
5352,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 9,,China,27.23,99.32
5353,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 10,,China,27.38,99.32
5354,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 11,,China,27.53,99.32
5355,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 12,,China,26.95,99.38
5356,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan 13,,China,27.53,99.38
5357,11419,Productivity as related to diversity and age in planted versus natural forests,Weixi Yunnan. ,,China,27.53,99.2
5358,11419,Productivity as related to diversity and age in planted versus natural forests,Wenchang Hainan ,,China,19.22,110.4
5359,11419,Productivity as related to diversity and age in planted versus natural forests,Wenchang Hainan 1,,China,19.6,110.7
5360,11419,Productivity as related to diversity and age in planted versus natural forests,Wengan Guizhou ,,China,27.27,107.19
5361,11419,Productivity as related to diversity and age in planted versus natural forests,Wengan Guizhou 1,,China,27.02,107.23
5362,11419,Productivity as related to diversity and age in planted versus natural forests,Wengan Guizhou 2,,China,27.17,107.23
5363,11419,Productivity as related to diversity and age in planted versus natural forests,Wengan Guizhou 3,,China,27.38,107.32
5364,11419,Productivity as related to diversity and age in planted versus natural forests,Wengan Guizhou 4,,China,27.05,107.59
5365,11419,Productivity as related to diversity and age in planted versus natural forests,Wengan Guizhou 5,,China,27.02,107.63
5366,11419,Productivity as related to diversity and age in planted versus natural forests,Wengan Guizhou 6,,China,27.13,107.67
5367,11419,Productivity as related to diversity and age in planted versus natural forests,Wuchuan Guizhou ,,China,28.87,107.96
5368,11419,Productivity as related to diversity and age in planted versus natural forests,Wuchuan Guizhou 1,,China,28.87,108.01
5369,11419,Productivity as related to diversity and age in planted versus natural forests,Wuerqihan Inner Mongolia ,,China,49.5,121.3
5370,11419,Productivity as related to diversity and age in planted versus natural forests,Wugangyun mountain Hunan ,,China,26.7,110.6
5371,11419,Productivity as related to diversity and age in planted versus natural forests,Wulumuqi Xinjiang ,,China,43.8,87.6
5372,11419,Productivity as related to diversity and age in planted versus natural forests,Wuming Guangxi ,,China,23.43,108.48
5373,11419,Productivity as related to diversity and age in planted versus natural forests,Wuyi mountain Fujian ,,China,27.33,117.27
5374,11419,Productivity as related to diversity and age in planted versus natural forests,Xiaojin Sichuan ,,China,30.9,102.3
5375,11419,Productivity as related to diversity and age in planted versus natural forests,Xiaolong mountain Gansu ,,China,34.2,105.3
5376,11419,Productivity as related to diversity and age in planted versus natural forests,Xifeng Guizhou ,,China,27.23,106.63
5377,11419,Productivity as related to diversity and age in planted versus natural forests,Xifeng Guizhou 1,,China,27.1,106.7
5378,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi ,,China,24.23,104.41
5379,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 1,,China,24.67,104.57
5380,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 2,,China,24.58,104.62
5381,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 3,,China,23.55,104.63
5382,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 4,,China,24.37,104.68
5383,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 5,,China,24.58,104.68
5384,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 6,,China,24.58,104.8
5385,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 7,,China,24.45,105.1
5386,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 8,,China,24.37,105.16
5387,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 9,,China,24.45,105.16
5388,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 10,,China,24.3,105.28
5389,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 11,,China,24.23,105.33
5390,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 12,,China,24.3,105.33
5391,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 13,,China,24.3,106.1
5392,11419,Productivity as related to diversity and age in planted versus natural forests,Xilin Guangxi 14,,China,24.3,106.22
5393,11419,Productivity as related to diversity and age in planted versus natural forests,Xin Henan ,,China,31.6,114.8
5394,11419,Productivity as related to diversity and age in planted versus natural forests,Xinbin Liaoning ,,China,41.7,125
5395,11419,Productivity as related to diversity and age in planted versus natural forests,Xingan Guangxi ,,China,25.67,109.33
5396,11419,Productivity as related to diversity and age in planted versus natural forests,Xingan Guangxi 1,,China,25.6,109.87
5397,11419,Productivity as related to diversity and age in planted versus natural forests,Xingan Guangxi 2,,China,25.75,109.9
5398,11419,Productivity as related to diversity and age in planted versus natural forests,Xingan Guangxi 3,,China,25.75,110
5399,11419,Productivity as related to diversity and age in planted versus natural forests,Xingan Guangxi 4,,China,25.6,110.34
5400,11419,Productivity as related to diversity and age in planted versus natural forests,Xingan Guangxi 5,,China,25.82,110.34
5401,11419,Productivity as related to diversity and age in planted versus natural forests,Xingan Guangxi 6,,China,25.67,110.4
5402,11419,Productivity as related to diversity and age in planted versus natural forests,Xingan Guangxi 7,,China,25.82,110.4
5403,11419,Productivity as related to diversity and age in planted versus natural forests,Xingan Guangxi 8,,China,25.88,110.46
5404,11419,Productivity as related to diversity and age in planted versus natural forests,Xingan Guangxi 9,,China,25.75,110.58
5405,11419,Productivity as related to diversity and age in planted versus natural forests,Xingkou Fujian ,,China,26.1,117.4
5406,11419,Productivity as related to diversity and age in planted versus natural forests,Xingkou Fujian 1,,China,26.1,117.5
5407,11419,Productivity as related to diversity and age in planted versus natural forests,Xinglong Hebei ,,China,40.6,117.4
5408,11419,Productivity as related to diversity and age in planted versus natural forests,Xingyi Guizhou ,,China,25.75,104.61
5409,11419,Productivity as related to diversity and age in planted versus natural forests,Xinhua Hunan ,,China,27.92,110.96
5410,11419,Productivity as related to diversity and age in planted versus natural forests,Xinhua Hunan 1,,China,28.17,111.33
5411,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou ,,China,28.28,105.87
5412,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 1,,China,28.18,105.91
5413,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 2,,China,28.28,106.03
5414,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 3,,China,28.35,106.03
5415,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 4,,China,28.4,106.03
5416,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 5,,China,28.4,106.07
5417,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 6,,China,28.43,106.07
5418,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 7,,China,28.43,106.11
5419,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 8,,China,28.47,106.11
5420,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 9,,China,28.43,106.15
5421,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 10,,China,28.47,106.15
5422,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 11,,China,28.4,106.19
5423,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 12,,China,28.43,106.19
5424,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 13,,China,28.47,106.19
5425,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 14,,China,28.4,106.23
5426,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 15,,China,28.47,106.24
5427,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 16,,China,28.53,106.24
5428,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 17,,China,28.53,106.28
5429,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 18,,China,28.5,106.32
5430,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 19,,China,28.35,106.36
5431,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 20,,China,28.5,106.4
5432,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 21,,China,28.53,106.4
5433,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 22,,China,28.57,106.4
5434,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 23,,China,28.53,106.44
5435,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 24,,China,28.32,106.48
5436,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 25,,China,28.43,106.48
5437,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 26,,China,28.57,106.48
5438,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 27,,China,28.78,106.53
5439,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 28,,China,28.32,106.56
5440,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 29,,China,28.68,106.61
5441,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 30,,China,28.32,106.64
5442,11419,Productivity as related to diversity and age in planted versus natural forests,Xishui Guizhou 31,,China,28.4,106.68
5443,11419,Productivity as related to diversity and age in planted versus natural forests,Xiuwen Guizhou ,,China,26.98,106.42
5444,11419,Productivity as related to diversity and age in planted versus natural forests,Xixia Henan ,,China,33.6,111.3
5445,11419,Productivity as related to diversity and age in planted versus natural forests,Xixia Henan 1,,China,33.6,111.6
5446,11419,Productivity as related to diversity and age in planted versus natural forests,Xupu Hunan ,,China,27.9,110.5
5447,11419,Productivity as related to diversity and age in planted versus natural forests,Yajiang Sichuan ,,China,30,101
5448,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan ,,China,25.72,99.68
5449,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 1,,China,25.65,99.74
5450,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 2,,China,25.5,99.8
5451,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 3,,China,25.58,99.8
5452,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 4,,China,25.65,99.8
5453,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 5,,China,25.8,99.8
5454,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 6,,China,25.88,99.8
5455,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 7,,China,25.5,99.86
5456,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 8,,China,25.58,99.86
5457,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 9,,China,25.22,99.91
5458,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 10,,China,25.37,99.91
5459,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 11,,China,25.43,99.91
5460,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 12,,China,25.5,99.92
5461,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 13,,China,25.58,99.92
5462,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 14,,China,25.5,99.97
5463,11419,Productivity as related to diversity and age in planted versus natural forests,Yangbi Yunnan 15,,China,25.8,99.98
5464,11419,Productivity as related to diversity and age in planted versus natural forests,Yanhe Guizhou ,,China,28.93,108.13
5465,11419,Productivity as related to diversity and age in planted versus natural forests,Yanhe Guizhou 1,,China,28.68,108.14
5466,11419,Productivity as related to diversity and age in planted versus natural forests,Yanhe Guizhou 2,,China,29,108.25
5467,11419,Productivity as related to diversity and age in planted versus natural forests,Yanhe Guizhou 3,,China,28.4,108.31
5468,11419,Productivity as related to diversity and age in planted versus natural forests,Yanhe Guizhou 4,,China,28.25,108.43
5469,11419,Productivity as related to diversity and age in planted versus natural forests,Yanhe Guizhou 5,,China,28.65,108.59
5470,11419,Productivity as related to diversity and age in planted versus natural forests,Yeerqiang river and hetian river Xinjiang ,,China,40.4,80.8
5471,11419,Productivity as related to diversity and age in planted versus natural forests,Yifeng Jiangxi ,,China,28.3,114.7
5472,11419,Productivity as related to diversity and age in planted versus natural forests,Yinjiang Guizhou ,,China,27.97,108.6
5473,11419,Productivity as related to diversity and age in planted versus natural forests,Yishan Guangxi ,,China,24.5,108.8
5474,11419,Productivity as related to diversity and age in planted versus natural forests,Yiyuan Shandong ,,China,36.5,118.2
5475,11419,Productivity as related to diversity and age in planted versus natural forests,Yongfu Guangxi ,,China,25.17,109.69
5476,11419,Productivity as related to diversity and age in planted versus natural forests,Yongfu Guangxi 1,,China,25.38,109.75
5477,11419,Productivity as related to diversity and age in planted versus natural forests,Yongfu Guangxi 2,,China,24.95,109.81
5478,11419,Productivity as related to diversity and age in planted versus natural forests,Yongfu Guangxi 3,,China,25.38,109.87
5479,11419,Productivity as related to diversity and age in planted versus natural forests,Yongfu Guangxi 4,,China,25.17,109.93
5480,11419,Productivity as related to diversity and age in planted versus natural forests,Yongfu Guangxi 5,,China,25.02,109.97
5481,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan ,,China,26.67,100.53
5482,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 1,,China,26.73,100.59
5483,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 2,,China,26.73,100.69
5484,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 3,,China,26.15,100.7
5485,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 4,,China,26.37,100.7
5486,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 5,,China,26.37,100.76
5487,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 6,,China,26.45,100.76
5488,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 7,,China,26.23,100.88
5489,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 8,,China,26.45,100.89
5490,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 9,,China,26.52,100.89
5491,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 10,,China,26.67,100.89
5492,11419,Productivity as related to diversity and age in planted versus natural forests,Yongsheng Yunnan 11,,China,26.37,100.94
5493,11419,Productivity as related to diversity and age in planted versus natural forests,Yongshun Hunan ,,China,29,109.8
5494,11419,Productivity as related to diversity and age in planted versus natural forests,Yongshun Hunan 1,,China,28.73,110.18
5495,11419,Productivity as related to diversity and age in planted versus natural forests,Yongshun Hunan 2,,China,28.73,110.26
5496,11419,Productivity as related to diversity and age in planted versus natural forests,Yongshun Hunan 3,,China,28.82,110.26
